index,shot_id,question,subtitles,shot_descs,label
5281,s02e05_01,Why did Chandler pick up the phone?,"Ross : Man, I sure miss Julie. Chandler : Spanish midgets. Chandler : Spanish midgets wrestling... Chandler : Julie. Okay, yes, I see how you got there. Ross : You ever figure out what that thing's for? Chandler : No, see, I'm trying this screening thing. Chandler : I figure if I always answer the phone, people will think I don't have a life. Chandler : My God. Rodrigo never gets pinned. Joey : Here comes the beep. You know what to do. None : Hello. I'm looking for Bob. None : This is Jade. None : I don't know if you're still at this number, but I was just thinking about us... None : ...and how great it was, and, well, I know it's been three years... None : ...but I was kind of hoping we could hook up again. None : You know, I barely had the nerve to make this call... None : ...so you know what I did? Ross : What? None : I got a little drunk... None : ...and naked. Chandler : Bob here.",Midget wrestling is on television. Ross states he misses Julie. Chandler is commenting on Ross watching television. At the time when Rachel had a conversation with Monica  she cannot control her smile . Joey and Chandler get a coffee made by Rachel for the first time in her whole life . Chandler is on the phone and turns to look at Ross with a funny look on his face.,1
5282,s02e05_02,Who is holding a bottle?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5283,s02e05_02,What do Chandler and Ross look at when they stop dancing?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5284,s02e05_02,Why does Chandler talk in a lower voice?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5285,s02e05_02,What is Chandler hopeful about with the unknown female?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5286,s02e05_02,Who is talking on the phone?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5287,s02e05_02,What color is the answering machine?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5288,s02e05_02,What does Chandler say about having a phone?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5289,s02e05_02,Why did Ross call Chandler evil?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5290,s02e05_02,Who was with Chandler when he was talking about Central Perk on the phone?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5291,s02e05_02,How does Ross think about Chandler's plan?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5292,s02e05_02,What color is the phone?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5293,s02e05_02,Why did Chandler decide to meet up with the lady even though he's not Bob?,"None : Teaching aerobics... None : ...partying way too much. Heh. None : Oh, and in case you were wondering... None : ...those are my legs on the new James Bond poster. Chandler : Can you hold on a moment? I have another call. Chandler : I love her. Ross : I know. Chandler : I'm back. None : So are we gonna get together? Chandler : Uh, absolutely. Chandler : Uh, how about tomorrow afternoon? Chandler : Do you know, uh, Central Perk in the village? Say, five-ish? None : Great. I'll see you then. Chandler : Okay. Chandler : Okay. Chandler : Having a phone has finally paid off. Ross : Even though you do do a good Bob impression... Ross : ...I'm thinking when she sees you tomorrow... Ross : ...she's probably gonna realize, hey, you're not Bob. Chandler : I am hoping that when Bob doesn't show up... Chandler : ...she will seek comfort in the open arms of the wry stranger at the next table. Ross : Oh, my God. You are pure evil. Chandler : Okay, pure evil... Chandler : ...horny and alone. Chandler : I've done this.",The phone machine plays a message. A voice message that talked about partying hard. Chandler and Ross dance as they listen to a message on the answering machine. Chandler talked about Central Perk on the phone with Ross next to him. Chandler is talking on the phone beside Ross. Chandler tells Ross he is optimistic about a situation.,1
5294,s02e05_03,Who is making dog sounds? ,"Ross : Yeah, yeah, everybody's here. Ross : Hey, everybody Say hi to Julie in New Mexico. Joey : Hi, Julie. Chandler : Hi, Julie. Phoebe : Hi, Julie. Rachel : Hi, Julie. Chandler : Okay. While Ross is on the phone... Chandler : ...everybody owes me 62 bucks for his birthday. Phoebe : Um, is there any chance that you're rounding up from... Phoebe : ...you know, from like 20? Chandler : Hey, come on, we got the gift, the concert and the cake. Joey : Do we need a cake? Chandler : Look, I know it's a little steep. Rachel : Whoosh. Chandler : But it's Ross. Rachel : Yeah, it's Ross. Rachel : Yeah, it's Ross. Joey : Yeah, it's Ross. Yeah, you're right. Chandler : All right? Okay. I'll see you later. I gotta go... Chandler : ...do a thing. Ross : Okay, sweetheart, I'll call you later tonight. Ross : Whoa, whoa, whoa. Hey, you're not really going through with this, are you? Chandler : You know, I think I might just. Rachel : So, uh, what are you guys doing for dinner tonight? Joey : Well, I guess I gotta start saving up for Ross' birthday. Joey : So I guess I'll just stay home and eat dust bunnies. Phoebe : Can you believe how much this is gonna cost? Rachel : Do you guys ever get the feeling that, um... Rachel : ...Chandler and those guys... Rachel : ...just don't get that we don't make as much money as they do? Joey : Yes. Phoebe : Yes. Rachel : Really? Joey : It's like they're always saying, ""Let's go here, let's go there."" Joey : Like we can afford to go here and there. Yeah. Phoebe : Yes, and we always have to go to, you know, someplace nice, you know? Phoebe : It's not like we can say anything about it, because, like, this is a birthday thing... Phoebe : ...you know, and it's for Ross. Ross : For Ross. Rachel : For Ross. Monica : Oh, my God. Joey : Hi. Rachel : What? Monica : Okay. I'm at work... Monica : ...just an ordinary day, you know, chop, chop, saut, saut. Monica : All of a sudden, Leon, the manager,calls me into his office. Monica : Turns out they fired the head lunch chef, and guess who got the job. Joey : If it's not you, this is a horrible story. Monica : Fortunately, it is me. Oh. Monica : And they made me head of purchasing, thank you very much. Rachel : That's so cool. Monica : Anyway, I just ran into Chandler and Ross. We should go out and celebrate. Monica : You know, someplace nice.","Chandler he said all of them give as 62 bucks. Chandler tells the group that they owe him money for Ross's birthday. Chandeer is trying to convince Phoebe something. Chandler he said he had a cake. Chandler tells Joey and Phoebe that its Ross. Chandler has to leave, but Ross asks if he really wants to do it. Phoebe complains to her friends about how badly things are overpriced.  Joey tells Monica about his financial problems. Joey enjoys a soft pretzel while telling his friends about his current dating mishaps.  Joey, Rachel and Phoebe all are making dog sounds while sitting down.  Monica walks in the apartment and gets ready to tell Rachel about the day, telling Rachel about chopping and sauteing.  Phoebe is sitting down looking shocked.",1
